title,installs,realInstalls,score,ratings,reviews,price,free,currency,offersIAP,genre,contentRating,containsAds,released,lastUpdatedOn
Infinity Loop: Relaxing Puzzle,"10,000,000+",46813811,4.7439175,823426,253057,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,23-Mar-15,10-Jan-24
BLUK - A Physics Game,"1,000,000+",4131778,4.68382,55011,15059,0,TRUE,CNY,FALSE,Adventure,Rated for 3+,TRUE,15-Aug-17,6-Oct-23
8 Ball Pool,"1,000,000,000+",1062587090,4.4519153,27210064,8594589,0,TRUE,CNY,FALSE,Sports,Rated for 12+,TRUE,1-Oct-18,21-Mar-24
Linea: An Innerlight Game,"500,000+",967060,4.488038,10298,2431,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,17-Feb-23,4-Oct-23
Picsart Lite: Photo Editor,"10,000,000+",23642240,4.195431,211371,95738,0,TRUE,CNY,FALSE,Photography,Rated for 12+,TRUE,25-Nov-15,15-Feb-24
Photoshop Express Photo Editor,"100,000,000+",246398621,4.5572357,2156042,596236,0,TRUE,CNY,FALSE,Photography,Rated for 3+,FALSE,,22-Mar-24
Microsoft Edge: AI browser,"50,000,000+",86734948,4.6082125,1063818,202632,0,TRUE,CNY,FALSE,Communication,Rated for 3+,FALSE,29-Nov-17,18-Mar-24
Gboard - the Google Keyboard,"5,000,000,000+",8309873676,4.451653,14328652,4687190,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,26-Jan-15,22-Mar-24
Google,"10,000,000,000+",14749917956,4.252248,26461402,8378378,0,TRUE,CNY,FALSE,Tools,Rated for 3+,TRUE,12-Aug-10,25-Mar-24
MX Player,"1,000,000,000+",1318629165,4.196441,12466219,3332026,0,TRUE,CNY,FALSE,Video Players & Editors,Rated for 3+,TRUE,18-Jul-11,25-Mar-24
Microsoft SwiftKey AI Keyboard,"1,000,000,000+",1328088718,4.470758,4105037,1405441,0,TRUE,CNY,FALSE,Personalization,Rated for 3+,TRUE,27-Jan-17,19-Mar-24
Pixlr – Photo Editor,"50,000,000+",98270448,4.0663886,1205908,261934,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,14-Nov-12,18-Jan-24
VLC for Android,"100,000,000+",371663185,4.221773,1835880,489633,0,TRUE,CNY,FALSE,Video Players & Editors,Rated for 3+,FALSE,4-Feb-15,27-Aug-23
Google Translate,"1,000,000,000+",1340991660,4.172439,8846575,2255624,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,,14-Mar-24
Photo Editor Pro - Polish,"100,000,000+",242554126,4.815841,4184150,1482572,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,23-Apr-18,22-Mar-24
X,"1,000,000,000+",1532152383,3.824821,21740816,5989026,0,TRUE,CNY,FALSE,Social,Rated for 12+,TRUE,30-Apr-10,19-Mar-24
Memory game: Card Matching,"1,000,000+",1436696,4.5309734,6104,380,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,28-Oct-21,17-Jan-24
Train your Brain. Memory Games,"5,000,000+",6011854,4.4870777,115991,2253,0,TRUE,USD,TRUE,Trivia,Everyone,TRUE,29-Aug-18,13-Mar-24
Lumosity: Brain Training,"10,000,000+",24276318,4.538266,277956,23153,0,TRUE,USD,TRUE,Education,Everyone,FALSE,8-Jun-14,18-Mar-24
Concentration: Match Game,"1,000,000+",2684963,4.5680346,14887,2030,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,11-Aug-18,28-Feb-24
MindPal - Brain Training Games,"1,000,000+",2147996,4.4352503,59890,7973,0,TRUE,USD,TRUE,Education,Everyone,TRUE,26-Mar-20,15-Feb-24
Focus - Train your Brain,"1,000,000+",3322808,4.1029124,95063,913,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,17-Jun-21,20-Mar-24
NeuroNation - Brain Training,"10,000,000+",23663312,4.605179,431999,12992,0,TRUE,USD,TRUE,Education,Everyone,TRUE,7-Aug-14,20-Mar-24
memoryOS: Train Your Memory,"50,000+",97127,4.628319,1963,473,0,TRUE,USD,TRUE,Education,Everyone,FALSE,12-Jul-22,5-Mar-24
Brainwell - Brain Training,"500,000+",569671,4.3433733,3890,627,0,TRUE,USD,TRUE,Education,Everyone,FALSE,22-Jan-15,14-Feb-24
Memory Card - Assistive Game,"10,000+",19443,0,0,0,0,TRUE,USD,TRUE,Board,Everyone,FALSE,9-Jan-23,17-Jun-23
memory®,"100,000+",111683,3.4,164,1,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,16-Aug-20,1-Dec-23
Peak – Brain Games & Training,"10,000,000+",27525989,4.1613073,509144,20301,0,TRUE,USD,TRUE,Education,Everyone,TRUE,3-Feb-15,22-Feb-24
Memorado - Brain Games,"1,000,000+",3154413,4.19774,58850,558,0,TRUE,USD,TRUE,Education,Everyone,FALSE,8-Jul-15,18-Jul-19
CogniFit - Test & Brain Games,"500,000+",786286,3.74,9006,305,0,TRUE,USD,TRUE,Health & Fitness,Everyone,TRUE,4-Mar-16,18-Mar-24
ABrain. Improve your memory,"100,000+",373830,4.29,5032,42,0,TRUE,USD,TRUE,Education,Everyone,TRUE,31-Jan-21,25-Feb-24
Mind Games Pro,"1,000,000+",1533992,4.79,28166,357,2.69,FALSE,GBP,FALSE,Puzzle,PEGI 3,FALSE,29-Dec-12,7-Oct-23
Brain Test: Tricky Puzzles,"100,000,000+",260201986,4.5443196,7469727,23490,0,TRUE,GBP,TRUE,Trivia,PEGI 3,TRUE,21-Nov-19,20-Dec-23
Tile Club - Match Puzzle Game,"10,000,000+",31867699,4.8291817,195353,310,0,TRUE,GBP,TRUE,Puzzle,PEGI 3,TRUE,15-May-23,21-Mar-24
Everyday Puzzles: Mini Games,"1,000,000+",1847842,4.6732674,14837,122,0,TRUE,GBP,TRUE,Trivia,PEGI 3,TRUE,6-Feb-23,12-Mar-24
Memory Lane Games,"50,000+",68638,4.7391305,129,23,0,TRUE,GBP,TRUE,Health & Fitness,PEGI 3,FALSE,28-Jun-20,19-Mar-24
Math | Riddle and Puzzle Game,"10,000,000+",15640110,4.405128,94374,948,0,TRUE,GBP,FALSE,Puzzle,PEGI 3,TRUE,2-Jun-18,11-Mar-24
Two Dots: Fun Dot & Line Games,"50,000,000+",64637375,4.192134,1123933,13069,0,TRUE,GBP,TRUE,Puzzle,PEGI 3,TRUE,12-Nov-14,20-Mar-24
Triple Tile: Match Puzzle Game,"50,000,000+",56814608,4.806686,707545,3481,0,TRUE,GBP,TRUE,Casual,PEGI 3,TRUE,29-Jul-21,20-Mar-24
Match It - Kids Memory Game,"10,000+",20148,0,0,0,0,TRUE,GBP,FALSE,Puzzle,PEGI 3,FALSE,28-Oct-22,15-Sep-23
Africa Animals Games for Kids,"100,000+",434779,4.339286,1694,16,0,TRUE,GBP,TRUE,Educational,PEGI 3,FALSE,26-Dec-14,17-Jun-23
Easy Game - brain test,"50,000,000+",62080471,4.5,636946,3392,0,TRUE,GBP,TRUE,Puzzle,PEGI 12,TRUE,10-Mar-20,2-Mar-24
Brain Training Game,"500,000+",988757,4.59,26559,64,0,TRUE,GBP,TRUE,Educational,PEGI 3,TRUE,3-Jun-20,22-Mar-24
Memory Workshop,"10,000+",13091,0,0,0,0,TRUE,GBP,FALSE,Puzzle,PEGI 3,FALSE,5-Oct-21,17-Sep-22
Como puzzle game,"10,000+",10673,3.4857142,35,0,0,TRUE,GBP,FALSE,Educational,PEGI 3,FALSE,11-Aug-22,7-Feb-24
Mahjong Club - Solitaire Game,"10,000,000+",23241285,4.8886294,558593,1167,0,TRUE,GBP,TRUE,Board,PEGI 3,TRUE,1-Jan-22,17-Mar-24
Kids Memory Games,"10,000+",10426,0,0,0,0,TRUE,GBP,TRUE,Educational,PEGI 3,FALSE,6-Sep-22,31-Aug-23
Erudite: Trivia Game & Quiz,"1,000,000+",3013505,4.7,105574,13,0,TRUE,ILS,TRUE,Trivia,PEGI 3,TRUE,29-Nov-21,12-Mar-24
MentalUP Brain Games For Kids,"5,000,000+",9591799,4.047619,144633,9,0,TRUE,ILS,TRUE,Educational,PEGI 3,FALSE,5-Apr-17,12-Mar-24
MindFit - Brain Training Games,"10,000+",11367,4.5116277,86,0,0,TRUE,ILS,TRUE,Educational,PEGI 3,FALSE,19-May-22,5-Dec-23
Doodle Matching: Memory Game,"10,000+",12029,0,0,0,0,TRUE,ILS,TRUE,Board,PEGI 3,FALSE,1-Aug-14,9-Sep-23
Flash Memory - Matching Pairs,"10,000+",13875,4.2842107,95,45,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,30-Oct-17,21-Nov-23
Memorize Pi Digits - 3.14π,"100,000+",100791,4.51,1233,76,0,TRUE,USD,TRUE,Racing,Everyone,TRUE,13-Aug-17,15-Jan-24
Pi Answer Game - π Digits Game,"1,000+",4911,0,0,0,0,TRUE,USD,FALSE,Casual,Everyone,TRUE,3-Apr-23,7-Oct-23
Pi Trainer,"10,000+",35608,4.4761906,196,13,0,TRUE,USD,FALSE,Education,Everyone,FALSE,1-Jun-15,26-Aug-21
Pi Try - Number Memory Game,100+,117,0,0,0,0,TRUE,USD,FALSE,Casual,Everyone,TRUE,1-Mar-24,21-Mar-24
Pi Trainer,"1,000+",1762,0,0,0,0,TRUE,USD,FALSE,Education,Everyone,FALSE,10-Mar-22,19-Jan-24
Amazing number Pi (π),"1,000+",3032,0,0,0,0,TRUE,USD,TRUE,Education,Everyone,FALSE,10-Aug-20,7-Oct-23
Pi Network,"50,000,000+",82595550,4.2529716,676474,12138,0,TRUE,USD,FALSE,Social,Everyone,TRUE,12-Dec-18,8-Mar-24
Real Pi Benchmark,"100,000+",115009,4.5058823,886,109,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,15-Jun-11,17-May-23
Pixel Art - Color by Number,"100,000,000+",191584545,4.4512076,2342042,142212,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,16-Oct-17,15-Mar-24
Prodigy Math: Kids Game,"5,000,000+",6824836,4.108396,53437,23045,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,8-Jun-18,8-Mar-24
Remember the Numbers,"5,000+",8454,0,0,0,0,TRUE,USD,FALSE,Puzzle,Everyone,TRUE,7-Nov-14,23-Dec-22
"Pi, Your Personal AI Assistant","100,000+",128080,4.3960395,742,222,0,TRUE,USD,FALSE,Lifestyle,Teen,FALSE,20-Dec-23,14-Mar-24
Wheel of Fortune: TV Game,"10,000,000+",26888920,4.4636087,414074,119676,0,TRUE,USD,TRUE,Word,Everyone 10+,TRUE,21-Jul-15,21-Mar-24
Number Match - Number Games,"10,000,000+",39524838,4.3004246,212823,9985,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,30-Apr-21,25-Mar-24
Pi Calculator,"5,000+",5977,4.6285715,35,0,0,TRUE,USD,TRUE,Tools,Everyone,TRUE,29-May-17,23-Jul-23
Daily Bubble,"10,000,000+",14886473,4.6092057,33183,3314,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,28-Sep-22,13-Mar-24
Digit Shooter!,"1,000,000+",4228490,3.1078432,5802,544,0,TRUE,USD,TRUE,Casual,Everyone,FALSE,21-Oct-22,5-May-23
Cash App,"100,000,000+",100801451,4.605324,2987230,369070,0,TRUE,USD,FALSE,Finance,Everyone,TRUE,15-Oct-13,15-Mar-24
Cryptogram Letters and Numbers,"1,000,000+",4129079,4.275291,50940,2224,0,TRUE,USD,TRUE,Word,Everyone,TRUE,18-Aug-23,11-Mar-24
Happy Color®: Coloring Book,"100,000,000+",236800886,4.6259174,3458066,369840,0,TRUE,USD,TRUE,Board,Everyone,TRUE,24-Jan-18,1-Mar-24
Pi Converter,"100,000+",272337,3.8088236,1294,22,0,TRUE,USD,FALSE,Finance,Everyone,TRUE,28-Sep-22,18-Aug-23
Google Voice,"10,000,000+",37283383,4.382166,344392,107775,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,,18-Mar-24
SmartNews: News That Matters,"50,000,000+",53293977,3.8009045,666782,114735,0,TRUE,USD,FALSE,News & Magazines,Teen,TRUE,26-Mar-13,21-Mar-24
Angel Studios,"10,000,000+",14776506,4.7709394,369663,53482,0,TRUE,USD,TRUE,Entertainment,Everyone,FALSE,25-Jul-19,7-Mar-24
Synthesia,"10,000,000+",25145467,3.8709981,84119,5144,0,TRUE,USD,TRUE,Music & Audio,Everyone,FALSE,18-Dec-14,18-Apr-23
ClassDojo,"10,000,000+",40873605,4.775749,1007833,75011,0,TRUE,USD,TRUE,Education,Everyone,FALSE,25-Feb-13,22-Mar-24
Play To Win: Real Money Games,"1,000,000+",4833286,4.2840524,56233,15419,0,TRUE,USD,TRUE,Casino,Teen,TRUE,9-Dec-19,13-Jan-24
Tap Color Pro: Color By Number,"50,000,000+",50927283,4.691074,201230,23789,0,TRUE,USD,TRUE,Board,Everyone,TRUE,29-May-20,18-Mar-24
Pixel Tap: Color by Number,"1,000,000+",4270562,4.506608,11352,1675,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,4-Dec-18,6-Sep-23
ABC Kids - Tracing & Phonics,"50,000,000+",57112337,4.134663,78638,3715,0,TRUE,USD,FALSE,Educational,Everyone,FALSE,3-Mar-16,22-Mar-24
T-Mobile DIGITS,"1,000,000+",1220564,2.5859106,6159,3388,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,7-Dec-16,24-Jan-24
Pi Business,"50,000+",89121,4.535211,1505,17,0,TRUE,USD,FALSE,Business,Everyone,FALSE,31-Aug-21,31-Aug-21
Pi Browser,"10,000,000+",23203278,4.3312693,172691,2187,0,TRUE,USD,FALSE,Communication,Everyone,TRUE,30-Mar-21,7-Mar-24
100 digits of pi,"1,000+",1096,0,0,0,0,TRUE,USD,FALSE,Educational,Everyone,TRUE,30-Jun-19,30-Jun-19
Super PI,"100,000+",163481,4.5,1957,69,0,TRUE,USD,FALSE,Tools,Everyone,TRUE,19-Jul-12,25-Jul-12
Google Pay: Save and Pay,"1,000,000,000+",1188241419,4.04919,10214364,21935,0,TRUE,USD,FALSE,Finance,Everyone,FALSE,3-Mar-21,20-Mar-24
Google Authenticator,"100,000,000+",174653007,3.6941252,489618,18810,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,21-Mar-12,24-May-23
ASK Anything - Pi AI,"1,000+",3586,4.28125,32,0,0,TRUE,USD,FALSE,Productivity,Everyone,TRUE,4-May-23,13-Feb-24
Chime – Mobile Banking,"10,000,000+",23802062,4.5943227,605333,176207,0,TRUE,USD,FALSE,Finance,Everyone,FALSE,28-Mar-14,18-Mar-24
Pi Converter,"10,000+",47721,5,499,7,0,TRUE,USD,FALSE,Finance,Everyone,TRUE,12-Aug-22,12-Mar-24
Google Sheets,"1,000,000,000+",1414174741,4.053049,1126841,22021,0,TRUE,USD,FALSE,Productivity,Everyone,FALSE,30-Apr-14,21-Mar-24
NewsBreak: Local News & Alerts,"50,000,000+",74546694,4.5565934,504334,133610,0,TRUE,USD,TRUE,News & Magazines,Teen,TRUE,17-Jun-16,21-Mar-24
Blink Home Monitor,"10,000,000+",10737475,2.8655019,60829,20309,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,7-Jan-16,21-Mar-24
DroidHole | Pi-hole® Manager,"10,000+",13832,4.675,177,19,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,2-Jul-22,4-Oct-23
NumBots,"100,000+",371951,4.457143,2303,447,0,TRUE,GBP,FALSE,Educational,PEGI 3,FALSE,30-Sep-19,27-Feb-24
Seekers Notes: Hidden Objects,"10,000,000+",15757979,4.272671,571594,13768,0,TRUE,GBP,TRUE,Adventure,PEGI 3,TRUE,8-Dec-15,29-Feb-24
1 2 3 4 Player Games - Offline,"10,000,000+",27711864,4.65,33993,168,0,TRUE,GBP,FALSE,Arcade,PEGI 3,TRUE,14-Dec-22,5-Jan-24
AdVenture Capitalist,"10,000,000+",26002771,4.5223904,1647545,45894,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,18-Feb-15,13-Dec-23
Bingo Blitz™️ - Bingo Games,"50,000,000+",66615794,4.5473795,1214430,24513,0,TRUE,GBP,TRUE,Board,PEGI 18,TRUE,14-Sep-12,25-Mar-24
Hidden Object: Coastal Hill,"1,000,000+",3448518,4.611111,88944,1241,0,TRUE,GBP,TRUE,Puzzle,PEGI 3,FALSE,30-Aug-17,20-Mar-24
Slotomania™ Slots Casino Games,"50,000,000+",87210043,4.3266993,2162276,19281,0,TRUE,GBP,TRUE,Casino,PEGI 18,TRUE,26-Jan-12,25-Mar-24
Zen Color - Color By Number,"5,000,000+",7461264,4.75,70615,812,0,TRUE,GBP,TRUE,Board,PEGI 3,TRUE,26-Mar-21,25-Mar-24
Revolut - Mobile Finance,"10,000,000+",41973989,4.7303567,2734737,102959,0,TRUE,GBP,FALSE,Finance,PEGI 3,FALSE,1-Jun-15,23-Mar-24
Pi - Practical,"10,000+",44261,4.33,172,101,0,TRUE,GBP,FALSE,Education,PEGI 3,TRUE,8-May-12,18-Sep-23
Monzo Bank - Mobile Banking,"5,000,000+",7774320,4.664815,127441,18572,0,TRUE,GBP,FALSE,Finance,PEGI 3,FALSE,13-May-16,21-Mar-24
Microsoft Authenticator,"100,000,000+",123962321,4.4976616,1598935,19958,0,TRUE,GBP,FALSE,Business,PEGI 3,FALSE,13-Jan-15,4-Mar-24
Ring - Always Home,"10,000,000+",25912106,4.3632703,364119,13626,0,TRUE,GBP,FALSE,Lifestyle,PEGI 3,FALSE,18-Nov-14,2-Mar-24
No.Pix Color by Number & Pixel,"100,000,000+",103066263,4.5439816,1103441,2303,0,TRUE,ILS,TRUE,Entertainment,PEGI 3,TRUE,1-Feb-18,22-Feb-24
Sandbox - Pixel Art Coloring,"10,000,000+",48938043,4.446185,608141,6240,0,TRUE,ILS,TRUE,Entertainment,PEGI 3,FALSE,22-Aug-17,31-Oct-23
Diamond Painting ASMR Coloring,"10,000,000+",43239373,4.09,76483,141,0,TRUE,ILS,TRUE,Simulation,PEGI 3,TRUE,6-Jan-21,25-Jan-24
Colorscapes® - Color by Number,"10,000,000+",47222871,4.83,393055,214,0,TRUE,ILS,TRUE,Board,PEGI 3,TRUE,17-Mar-20,22-Feb-24
Color by Number：Coloring Games,"50,000,000+",57247512,3.97,193484,103,0,TRUE,ILS,TRUE,Board,PEGI 3,FALSE,4-Jan-18,22-Feb-24
Bounce Merge,"5,000,000+",9187660,4.01,31021,72,0,TRUE,ILS,TRUE,Casual,PEGI 3,TRUE,26-Dec-21,8-Feb-24
Simply Piano: Learn Piano Fast,"50,000,000+",67659730,4.775599,806821,3313,0,TRUE,ILS,TRUE,Education,PEGI 3,FALSE,22-Feb-17,21-Mar-24
Pixel by Number - Pixel Art,"10,000,000+",17250880,4.030303,22632,4,0,TRUE,ILS,TRUE,Puzzle,PEGI 7,TRUE,29-Jan-22,22-Mar-24
All-In-One Calculator,"10,000,000+",13094819,4.92,144319,213,0,TRUE,ILS,TRUE,Productivity,PEGI 3,TRUE,17-Dec-16,26-Oct-23
Wolt Delivery: Food and more,"10,000,000+",20474523,4.529756,354267,8106,0,TRUE,ILS,FALSE,Food & Drink,PEGI 3,FALSE,24-Jun-15,25-Mar-24
Pi-hole Connect,"10,000+",30633,4.4525547,274,0,0,TRUE,ILS,TRUE,Tools,PEGI 3,FALSE,5-Apr-21,18-Feb-24
Pi Trade for Android,"10,000+",19037,4.4105263,95,0,0,TRUE,ILS,FALSE,Finance,PEGI 3,FALSE,8-Nov-17,11-Mar-24
Yahoo Finance: Stock News,"10,000,000+",19121191,4.46225,210527,6505,0,TRUE,CAD,TRUE,Finance,Everyone 10+,TRUE,4-Oct-10,21-Mar-24
Google Classroom,"100,000,000+",321283839,2.5715687,2032424,3485,0,TRUE,CAD,FALSE,Education,Everyone,FALSE,14-Jan-15,15-Mar-24
Pi Co. Pizza,"10,000+",12920,2.4117646,18,11,0,TRUE,CAD,FALSE,Food & Drink,Everyone,FALSE,22-Oct-21,19-Feb-24
Text Me: Second Phone Number,"10,000,000+",49604785,4.175603,525523,12354,0,TRUE,CAD,TRUE,Social,Everyone,TRUE,3-Aug-11,23-Feb-24
Coloring & Learn,"100,000,000+",178254011,3.977612,259076,2355,0,TRUE,EGP,TRUE,Educational,Rated for 3+,TRUE,19-Jul-16,11-Mar-24
Domino League-Online Game,"1,000,000+",1338169,4.496925,15846,6368,0,TRUE,EGP,TRUE,Board,Rated for 3+,FALSE,16-Feb-23,19-Mar-24
Scientific calculator plus 991,"10,000,000+",32982963,4.750969,419633,37507,0,TRUE,EGP,TRUE,Education,Rated for 3+,TRUE,1-May-20,21-Mar-24
Number Sums - Numbers Game,"1,000,000+",2657904,4.79,20340,95,0,TRUE,EGP,TRUE,Puzzle,Rated for 3+,TRUE,16-Aug-23,19-Mar-24
Hey Color Paint by Number Art,"10,000,000+",22688472,4.385787,105847,593,0,TRUE,EGP,TRUE,Board,Rated for 3+,TRUE,18-Feb-21,19-Mar-24
Pi Ultimate -  Memorize and Tr,"1,000+",3686,4.6153846,39,0,0,TRUE,EGP,FALSE,Education,Rated for 3+,FALSE,25-Oct-18,8-Mar-19
Thndr,"1,000,000+",2350487,3.4206827,21239,4654,0,TRUE,EGP,FALSE,Finance,Rated for 3+,FALSE,10-May-20,12-Mar-24
Athene Network,"1,000,000+",2624826,4.3728476,58119,37456,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,28-Nov-23,20-Mar-24
"Angel One: Stocks, Mutual Fund","50,000,000+",53835439,4.3323984,994721,245502,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,11-Dec-15,22-Mar-24
BBVA Spain | Online Banking,"10,000,000+",14414936,4.544001,227272,81533,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,26-Mar-15,6-Mar-24
Capitec Bank,"10,000,000+",25319760,4.2072496,108343,46471,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,10-Sep-20,20-Jan-24
Pixel Camera,1+,1,3.3745499,484326,134840,0,TRUE,CNY,FALSE,Photography,Rated for 3+,FALSE,9-May-14,12-Mar-24
Learn Ethical Hacking,"1,000,000+",3784014,4.58012,34515,15277,0,TRUE,CNY,FALSE,Education,Rated for 3+,FALSE,23-Jan-20,12-Mar-24
"PixelArt: Color by Number, San","1,000,000+",1741197,3.9306262,5908,2221,0,TRUE,CNY,FALSE,Entertainment,Rated for 3+,FALSE,29-Dec-17,30-Jul-21
MoMo: Chuyển tiền & Thanh toán,"10,000,000+",31940752,4.3039856,513545,193452,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,6-Aug-14,24-Mar-24
Wallet: Budget Expense Tracker,"5,000,000+",9478704,4.679648,312830,81404,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,26-Feb-14,20-Mar-24
RaspController,"100,000+",465381,4.6866665,6004,2035,0,TRUE,CNY,FALSE,Tools,Rated for 3+,TRUE,7-Oct-13,22-Feb-24
TokenPocket Wallet Crypto DeFi,"1,000,000+",4280622,4.3310657,22033,10641,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,21-Jun-21,22-Mar-24
Bee Network,"1,000,000+",4881848,4.443152,60706,34448,0,TRUE,CNY,FALSE,Educational,Rated for 3+,FALSE,16-Apr-21,11-Mar-24
CountThings from Photos,"1,000,000+",2321374,3.286638,4618,2147,0,TRUE,CNY,FALSE,Business,Rated for 3+,FALSE,28-Jan-20,21-Mar-24
easypaisa - Payments Made Easy,"50,000,000+",65419591,4.544146,1941346,372282,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,20-May-16,8-Mar-24
Ice Network,"5,000,000+",6279267,3.641663,392756,79039,0,TRUE,CNY,FALSE,Social,Rated for 3+,FALSE,8-Feb-23,12-Mar-24
EpiMall,"10,000+",17389,4.53211,450,283,0,TRUE,CNY,FALSE,Shopping,Rated for 3+,TRUE,13-Oct-23,8-Feb-24
Paytm: Secure UPI Payments,"500,000,000+",536975942,4.558431,19153691,3782927,0,TRUE,CNY,FALSE,Finance,Rated for 3+,TRUE,30-Apr-12,4-Mar-24
KYCC Wallet,"10,000+",12259,4.354839,62,23,0,TRUE,CNY,FALSE,Finance,Rated for 3+,FALSE,21-Jan-22,28-Oct-22
Sketchbook,"100,000,000+",140200247,3.9312785,664237,29723,0,TRUE,USD,TRUE,Art & Design,Everyone,FALSE,8-Oct-14,1-Mar-24
Infinite Painter,"10,000,000+",25211592,4.4980545,157926,8827,0,TRUE,USD,TRUE,Art & Design,Everyone,FALSE,2-Apr-12,27-Jan-24
ibis Paint X,"100,000,000+",221618210,4.3503537,2475471,111981,0,TRUE,USD,TRUE,Art & Design,Everyone,TRUE,27-Feb-14,21-Mar-24
PaperColor,"10,000,000+",44372900,4.364069,212095,13000,0,TRUE,USD,TRUE,Art & Design,Everyone,FALSE,17-Jun-16,15-Mar-24
Crayola Create & Play,"1,000,000+",2581101,3.8861606,6324,1968,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,12-Nov-18,19-Mar-24
Star Art: Drawing & Relaxing,"5,000,000+",6824764,4.4232736,46827,1706,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,29-Jan-21,2-Feb-24
"Drawing Apps: Draw, Sketch Pad","5,000,000+",8495339,4.0582523,8132,251,0,TRUE,USD,FALSE,Art & Design,Everyone,FALSE,5-Sep-22,4-Jan-24
Clip Studio Paint,"5,000,000+",7702299,3.2969189,16901,1924,0,TRUE,USD,TRUE,Art & Design,Everyone,FALSE,4-Dec-20,8-Mar-24
Rock Art - 3D Color by Number,"1,000,000+",1514407,4.7746477,8457,778,0,TRUE,USD,TRUE,Board,Everyone,TRUE,18-Aug-22,6-Mar-24
Art Story: Jigsaw Art Puzzle,"1,000,000+",1545644,4.5083613,31747,1179,0,TRUE,USD,TRUE,Board,Teen,TRUE,19-Nov-21,18-Mar-24
FlipaClip: Create 2D Animation,"50,000,000+",57063827,4.185445,654104,47300,0,TRUE,USD,TRUE,Art & Design,Everyone,TRUE,2-Apr-12,8-Mar-24
Color Pop - Fun Coloring Games,"10,000,000+",15442765,4.1947045,79635,4591,0,TRUE,USD,TRUE,Entertainment,Everyone,TRUE,25-Oct-21,22-Mar-24
Tap Color® Color by number,"10,000,000+",27609276,4.7156982,269559,41862,0,TRUE,USD,TRUE,Board,Everyone,TRUE,10-Oct-18,4-Mar-24
Art of Puzzles－Jigsaw Pictures,"1,000,000+",1448437,4.838641,41240,1004,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,20-Sep-23,19-Mar-24
"Picsart Color - Painting, Draw","50,000,000+",70166631,3.460882,261184,3315,0,TRUE,USD,TRUE,Entertainment,Everyone,TRUE,1-Jan-17,28-Aug-23
Artio Puzzle - Jigsaw Art Game,"500,000+",620391,4.632959,16612,446,0,TRUE,USD,FALSE,Puzzle,Everyone,TRUE,12-Sep-22,13-Mar-24
Epicolor: Art & Coloring Games,"500,000+",622141,4.571429,603,11,0,TRUE,USD,TRUE,Educational,Everyone,FALSE,29-Jan-21,3-Feb-24
Gown Color by Number Book,"100,000+",327500,4.840841,4837,375,0,TRUE,USD,TRUE,Board,Everyone,TRUE,15-Dec-23,29-Feb-24
Gallery: Color by number game,"10,000,000+",26503936,4.338498,290303,12205,0,TRUE,USD,TRUE,Puzzle,Everyone,TRUE,11-Jul-19,11-Mar-24
Color Island: Pixel Art,"1,000,000+",1806592,4.3434124,12006,1338,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,7-Oct-19,18-Mar-24
Art Master: Coloring Book,"5,000,000+",5936962,4.7977777,17572,1012,0,TRUE,USD,TRUE,Puzzle,Teen,TRUE,15-Jun-22,20-Mar-24
